Time,Channel,nodeId,ADCChannel,ADCData,ADCDataConverted
4.1,0,id,3,56,56
4.1,0,id,4,0,0
4.1,0,id,5,63,63
4.1,0,id,6,38,38
4.1,0,id,7,99,99
4.1,0,id,8,44,44
4.1,0,id,9,85,85
4.1,0,id,10,9,9
4.1,0,id,11,16,16
4.1,0,id,12,18,18
4.1,0,id,13,52,52
4.1,0,id,14,97,97
4.1,0,id,15,11,11
4.1,0,id,16,62,62
4.1,0,id,17,58,58
4.1,0,id,18,92,92
4.1,0,id,19,51,51
4.1,0,id,20,39,39
4.1,0,id,21,65,65
4.1,0,id,22,67,67
4.1,0,id,23,60,60
4.1,0,id,24,95,95
4.1,0,id,25,46,46
4.1,0,id,26,67,67
4.1,0,id,27,36,36
4.1,0,id,28,27,27
4.1,0,id,29,72,72
4.1,0,id,30,79,79
4.1,0,id,31,19,19
4.1,0,id,32,53,53
4.1,0,id,33,20,20
4.1,0,id,34,58,58
5.1,0,id,3,36,36
5.1,0,id,4,69,69
5.1,0,id,5,17,17
5.1,0,id,6,55,55
5.1,0,id,7,13,13
5.1,0,id,8,95,95
5.1,0,id,9,65,65
5.1,0,id,10,17,17
5.1,0,id,11,80,80
5.1,0,id,12,63,63
5.1,0,id,13,66,66
5.1,0,id,14,80,80
5.1,0,id,15,89,89
5.1,0,id,16,91,91
5.1,0,id,17,62,62
5.1,0,id,18,4,4
5.1,0,id,19,61,61
5.1,0,id,20,14,14
5.1,0,id,21,87,87
5.1,0,id,22,15,15
5.1,0,id,23,43,43
5.1,0,id,24,32,32
5.1,0,id,25,86,86
5.1,0,id,26,41,41
5.1,0,id,27,51,51
5.1,0,id,28,87,87
5.1,0,id,29,50,50
5.1,0,id,30,29,29
5.1,0,id,31,21,21
5.1,0,id,32,72,72
5.1,0,id,33,68,68
5.1,0,id,34,9,9
6.1,0,id,3,20,20
6.1,0,id,4,5,5
6.1,0,id,5,73,73
6.1,0,id,6,33,33
6.1,0,id,7,74,74
6.1,0,id,8,78,78
6.1,0,id,9,60,60
6.1,0,id,10,15,15
6.1,0,id,11,70,70
6.1,0,id,12,8,8
6.1,0,id,13,54,54
6.1,0,id,14,63,63
6.1,0,id,15,61,61
6.1,0,id,16,9,9
6.1,0,id,17,54,54
6.1,0,id,18,26,26
6.1,0,id,19,46,46
6.1,0,id,20,92,92
6.1,0,id,21,57,57
6.1,0,id,22,22,22
6.1,0,id,23,55,55
6.1,0,id,24,55,55
6.1,0,id,25,34,34
6.1,0,id,26,2,2
6.1,0,id,27,38,38
6.1,0,id,28,26,26
6.1,0,id,29,54,54
6.1,0,id,30,72,72
6.1,0,id,31,84,84
6.1,0,id,32,31,31
6.1,0,id,33,38,38
6.1,0,id,34,97,97
7.1,0,id,3,23,23
7.1,0,id,4,66,66
7.1,0,id,5,89,89
7.1,0,id,6,91,91
7.1,0,id,7,44,44
7.1,0,id,8,6,6
7.1,0,id,9,92,92
7.1,0,id,10,52,52
7.1,0,id,11,34,34
7.1,0,id,12,47,47
7.1,0,id,13,91,91
7.1,0,id,14,85,85
7.1,0,id,15,5,5
7.1,0,id,16,39,39
7.1,0,id,17,93,93
7.1,0,id,18,71,71
7.1,0,id,19,7,7
7.1,0,id,20,77,77
7.1,0,id,21,54,54
7.1,0,id,22,71,71
7.1,0,id,23,40,40
7.1,0,id,24,74,74
7.1,0,id,25,23,23
7.1,0,id,26,43,43
7.1,0,id,27,96,96
7.1,0,id,28,4,4
7.1,0,id,29,53,53
7.1,0,id,30,18,18
7.1,0,id,31,26,26
7.1,0,id,32,55,55
7.1,0,id,33,67,67
7.1,0,id,34,72,72
8.6,0,id,3,21,21
8.6,0,id,4,85,85
8.6,0,id,5,32,32
8.6,0,id,6,91,91
8.6,0,id,7,52,52
8.6,0,id,8,22,22
8.6,0,id,9,50,50
8.6,0,id,10,92,92
8.6,0,id,11,37,37
8.6,0,id,12,40,40
8.6,0,id,13,29,29
8.6,0,id,14,17,17
8.6,0,id,15,55,55
8.6,0,id,16,81,81
8.6,0,id,17,98,98
8.6,0,id,18,44,44
8.6,0,id,19,14,14
8.6,0,id,20,2,2
8.6,0,id,21,54,54
8.6,0,id,22,9,9
8.6,0,id,23,85,85
8.6,0,id,24,4,4
8.6,0,id,25,95,95
8.6,0,id,26,6,6
8.6,0,id,27,73,73
8.6,0,id,28,46,46
8.6,0,id,29,54,54
8.6,0,id,30,80,80
8.6,0,id,31,52,52
8.6,0,id,32,3,3
8.6,0,id,33,51,51
8.6,0,id,34,17,17
9.1,0,id,3,18,18
9.1,0,id,4,63,63
9.1,0,id,5,55,55
9.1,0,id,6,93,93
9.1,0,id,7,52,52
9.1,0,id,8,24,24
9.1,0,id,9,90,90
9.1,0,id,10,39,39
9.1,0,id,11,20,20
9.1,0,id,12,21,21
9.1,0,id,13,52,52
9.1,0,id,14,0,0
9.1,0,id,15,68,68
9.1,0,id,16,41,41
9.1,0,id,17,20,20
9.1,0,id,18,43,43
9.1,0,id,19,56,56
9.1,0,id,20,19,19
9.1,0,id,21,79,79
9.1,0,id,22,1,1
9.1,0,id,23,83,83
9.1,0,id,24,36,36
9.1,0,id,25,77,77
9.1,0,id,26,21,21
9.1,0,id,27,49,49
9.1,0,id,28,93,93
9.1,0,id,29,20,20
9.1,0,id,30,40,40
9.1,0,id,31,56,56
9.1,0,id,32,65,65
9.1,0,id,33,18,18
